id,name,company_name_cleaned
10661,UNIVERSAL TRUCK SALES LIMITED,Universal Truck Sales
10662,M & W CERAMICS LTD,M & W Ceramics
10663,MATILDA TEMPERLEY PHOTOGRAPHY LTD,Matilda Temperley Photography
10664,GLOBAL MANAGEMENT CONSULTANTS LTD,Global Management Consultants
10665,THE MILL WALK GARAGE LTD,The Mill Walk Garage
10666,CIVIL SOCIETY SOLUTIONS LTD,Civil Society Solutions
10667,A E LIQUID SOLUTIONS LIMITED,A E Liquid Solutions
10668,TLC BUILDING CONTRACTORS LIMITED,Tlc Building Contractors
10669,MORRIS & SIMMONS EDUCATION LTD,Morris & Simmons Education
10670,WOODGATE FENCING LTD,Woodgate Fencing
10671,MENDEL CLINICAL PRACTICE LTD,Mendel Clinical Practice
10672,AUDIO T (OXFORD) LIMITED,Audio T
10673,SKYODD LTD,Skyodd
10674,PIXALYTICS LTD,Pixalytics
10675,SF LEGACY PLANNING LTD,Sf Legacy Planning
10676,FLINT ENGINEERING LTD,Flint Engineering
10677,HARDCORESOFTWARE LIMITED,Hardcoresoftware
10678,BRIDGE COMMUNITY PROJECT LIMITED,Bridge Community Project
10679,GASKELL BUILD LTD,Gaskell Build
10680,PAYIMO LIMITED,Payimo
10681,STAND TALL AMONGST GIANTS CLOTHING LTD.,Stand Tall Amongst Giants Clothing
10682,SOUTH MIDLANDS SIGNS AND BANNERS LIMITED,South Midlands Signs And Banners
10683,KMHD FLOORING ACQUISITION COMPANY LIMITED,Kmhd Flooring Acquisition
10684,GB MAIL LTD,Gb Mail
10685,GILLS MIX CONCRETE LTD,Gills Mix Concrete
10686,RAINBOW LIVING LIMITED,Rainbow Living
10687,PERFECT PRACTICES GROUP LIMITED,Perfect Practices Group
10688,STRAIGHT TALKING PEOPLE LTD,Straight Talking People
10689,FAEFA CONSULTING LTD,Faefa Consulting
10690,THE BEAUTY TREE HOLISTIC AND BEAUTY CLINICS LIMITED,The Beauty Tree Holistic And Beauty Clinics
10691,GRAAY LIMITED,Graay
10692,NIGEL HALL LIMITED,Nigel Hall
10693,C & C ALDRED LIMITED,C & C Aldred
10694,HYVE SOLUTIONS HOLDING COMPANY LIMITED,Hyve Solutions Holding
10695,SLATE CLOTHING LTD,Slate Clothing
10696,NOEL POWLEY LANDSCAPING LIMITED,Noel Powley Landscaping
10697,WW CLEANING SERVICES LTD,Ww Cleaning Services
10698,BALANCEABILITY LIMITED,Balanceability
10699,CREATIVE IT SOLUTIONS LIMITED,Creative It Solutions
10700,THE HOUSE COMPANY (UK) LTD,The House
10701,DAVIES BROTHERS CONSTRUCTION LIMITED,Davies Brothers Construction
10702,AUDLEY WILLICOMBE MANAGEMENT LIMITED,Audley Willicombe Management
10703,SUSAN LANG CONSULTANCY LIMITED,Susan Lang Consultancy
10704,IMPACT ASSESSORS LTD,Impact Assessors
10705,MICHELLE HOPE LIMITED,Michelle Hope
10706,ENRIGHT ENVIRONMENTAL LTD,Enright Environmental
10707,ULTRA SOIL SOLUTIONS LTD,Ultra Soil Solutions
10708,WESTHAVEN HOMES LIMITED,Westhaven Homes
10709,WATERWORKS WINDOW CLEANING LTD,Waterworks Window Cleaning
10710,MTM HOLDINGS LIMITED,Mtm Holdings
10711,LIVEWIRE TYRES LIMITED,Livewire Tyres
10712,DUNMAR RECRUITMENT LIMITED,Dunmar Recruitment
10713,MOTIVE PR LTD,Motive Pr
10714,IMLEYA HOUSE TECHNOLOGIES LIMITED,Imleya House Technologies
10715,MADISONS INTERIORS LIMITED,Madisons Interiors
10716,SILVER BLADES ICE RINK COMPANY (WIDNES) LIMITED,Silver Blades Ice Rink
10717,INSPIRANTE CONSULTANCY LIMITED,Inspirante Consultancy
10718,RETROFIT PLUS LIMITED,Retrofit Plus
10719,EVER READY DISTRIBUTIONS LIMITED,Ever Ready Distributions
10720,ELGINFIRE CONSULTING LTD,Elginfire Consulting
10721,WEST TWELVE LIMITED,West Twelve
10722,INTELLIGENT FREIGHT SOLUTIONS LTD,Intelligent Freight Solutions
10723,COLONSAY BREWING CO. LTD.,Colonsay Brewing
10724,PARXTON SOLUTIONS LIMITED,Parxton Solutions
10725,ROCOCO COFFEE HOUSE LIMITED,Rococo Coffee House
10726,LUTZY'S LIMITED,Lutzy'S
10727,JUST COOL IT LIMITED,Just Cool It
10728,D.N.P CONSULTING LIMITED,D.N.P Consulting
10729,BARETTO LIMITED,Baretto
10730,TORNADO MARKETING LIMITED,Tornado Marketing
10731,SRI CAPITAL ADVISERS LIMITED,Sri Capital Advisers
10732,4PE SYSTEMS LTD,4Pe Systems
10733,HIKS LIMITED,Hiks
10734,DAVID WILLIAMS LANDSCAPE CONSULTANCY LIMITED,David Williams Landscape Consultancy
10735,HCTG LIMITED,Hctg
10736,BELLA PARTIES LIMITED,Bella Parties
10737,AK CONNECTIONS LTD,Ak Connections
10738,TREASURE YOUR HEALTH LIMITED,Treasure Your Health
10739,CYMRU AUTOMATION LIMITED,Cymru Automation
10740,SEMILONG SERVICES LIMITED,Semilong Services
10741,BROADSTONE LINK LIMITED,Broadstone Link
10742,PIONEER GAS CO LIMITED,Pioneer Gas
10743,AST SOLUTIONS LTD,Ast Solutions
10744,POWERLINE CONSULTING LTD,Powerline Consulting
10745,QUARTO (JS) LLP,Quarto
10746,ROBSTONE LTD,Robstone
10747,REAL RETURN PARTNERS LLP,Real Return Partners
10748,GM DISTRIBUTION LIMITED,Gm Distribution
10749,THE BRITISH HOP ASSOCIATION,The British Hop Association
10750,CHATWINS LIMITED,Chatwins
10751,HARBORA PROPERTIES LIMITED,Harbora Properties
10752,KXDNA LIMITED,Kxdna
10753,WOMEN IN GAMES LTD.,Women In Games
10754,R & D HOLDINGS LIMITED,R & D Holdings
10755,NOMAD FOODS EUROPE FINCO LIMITED,Nomad Foods Europe Finco
10756,TEC MARINA LTD,Tec Marina
10757,CEDARWOOD UK LIMITED,Cedarwood
10758,REGENCY AUTOMOTIVE LIMITED,Regency Automotive
10759,9-13 GROSVENOR STREET NOMINEES NO. 2 LIMITED,9-13 Grosvenor Street Nominees No. 2
10760,AERONAVIA LIMITED,Aeronavia
10761,ISLAND WHARF (600) LIMITED,Island Wharf
10762,LOGICO TRANSPORT LIMITED,Logico Transport
10763,FUJITSU TELECOMMUNICATIONS EUROPE LIMITED,Fujitsu Telecommunications Europe
10764,CASTROL OFFSHORE LIMITED,Castrol Offshore
10765,EXCESS BAGGAGE SERVICES LTD,Excess Baggage Services
10766,DLA PIPER INTERNATIONAL NOMINEES LIMITED,Dla Piper International Nominees
10767,CPL NEW 4 LIMITED,Cpl New 4
10768,POTTERIES PROPERTY SERVICES LIMITED,Potteries Property Services
10769,FLOWPLANT (SCOTLAND) LIMITED,Flowplant
10770,SISTER PICTURES (POWER) LIMITED,Sister Pictures
10771,USER FRIENDLY PROPERTIES (NO. 4) LIMITED,User Friendly Properties
10772,ECOTRICITY (BERKELEY STORAGE) LIMITED,Ecotricity
10773,ALFRED'S BREWERY LTD,Alfred'S Brewery
10774,STARBUCKS COFFEE MCDONALD'S LIMITED,Starbucks Coffee Mcdonald'S
10775,GOLDSMITH WILLIAMS LENDER SERVICES LTD,Goldsmith Williams Lender Services
10776,ENCORE CCS LIMITED,Encore Ccs
10777,OLYMPUS SECURITY SERVICES LIMITED,Olympus Security Services
10778,HOLIDAY APARTMENTS SPAIN (1) LIMITED,Holiday Apartments Spain
10779,MEL REGENERATION LIMITED,Mel Regeneration
10780,GLAS TRUST COMPANY LLC,Glas Trust
10781,YARA AGRI LIMITED,Yara Agri
10782,BUOYANT INVESTMENTS LIMITED,Buoyant Investments
10783,UNITED TOOLING SOLUTIONS LIMITED,United Tooling Solutions
10784,EASYSERVICES4YOU LTD,Easyservices4You
10785,INSURA LIMITED,Insura
10786,NUCANA BIOMED TRUSTEE COMPANY LIMITED,Nucana Biomed Trustee
10787,HARTHILL HOSPITALITY LLP,Harthill Hospitality
10788,LEEDS FM LTD,Leeds Fm
10789,LOVE PLUMBING LIMITED,Love Plumbing
10790,BOLD BUSINESS DEVELOPMENT LTD,Bold Business Development
10791,CHERRY LOAD LTD,Cherry Load
10792,PBS ACCOUNTING SERVICES LTD,Pbs Accounting Services
10793,HERTS & ESSEX MARQUEE LIMITED,Herts & Essex Marquee
10794,IN SCHOOL MEDIA LTD,In School Media
10795,ADVANCED FIRE & SECURITY SOLUTIONS LTD,Advanced Fire & Security Solutions
10796,ECO ELECTRICAL SOLUTIONS LIMITED,Eco Electrical Solutions
10797,BANBURY CAR CLINIC LIMITED,Banbury Car Clinic
10798,CUBEX (UK) LTD,Cubex
10799,DRY SAFE LIMITED,Dry Safe
10800,L-TASK LTD,L-Task
10801,SATWISE TV LIMITED,Satwise Tv
10802,COYA (RESTAURANT) LIMITED,Coya
10803,NAUGHTON MANAGEMENT LIMITED,Naughton Management
10804,ORNAMENTUM LIMITED,Ornamentum
10805,BEDROCK CIVIL ENGINEERING LIMITED,Bedrock Civil Engineering
10806,BEACON PLANNING LTD,Beacon Planning
10807,DELTA HOUSE LIMITED,Delta House
10808,MEDIC PRO LTD,Medic Pro
10809,RAMEK LIMITED,Ramek
10810,YEOMAN WAY MANAGEMENT COMPANY LIMITED,Yeoman Way Management
10811,ZHONGLUN W&D LAW FIRM LIMITED,Zhonglun W&D Law Firm
10812,LIVINGSTONE TECH LIMITED,Livingstone Tech
10813,MOAT HOUSE MANAGEMENT COMPANY LIMITED,Moat House Management
10814,VASSALLO CONDITIONING LTD,Vassallo Conditioning
10815,QUARTO MAGAZINES LIMITED,Quarto Magazines
10816,BEAUTIFUL DATA LTD,Beautiful Data
10817,GETPSYCHED LIMITED,Getpsyched
10818,NEW DRIVER LIMITED,New Driver
10819,KAISEN DESIGN LIMITED,Kaisen Design
10820,TBS TOOLS & ABRASIVES LIMITED,Tbs Tools & Abrasives
10821,SPIRIT CLINICAL SERVICES LIMITED,Spirit Clinical Services
10822,TEIGN VEHICLE RENTALS LIMITED,Teign Vehicle Rentals
10823,WISDOM LAW LIMITED,Wisdom Law
10824,GLOBAL FASTENERS LIMITED,Global Fasteners
10825,TH MOTORSPORT WATFORD LIMITED,Th Motorsport Watford
10826,NPD WORKS LIMITED,Npd Works
10827,WESTMINSTER THERAPY ASSOCIATES LTD,Westminster Therapy Associates
10828,CMT INDUSTRIAL POWDER COATERS LTD,Cmt Industrial Powder Coaters
10829,J2 TILING LTD,J2 Tiling
10830,AER SUPPORT LIMITED,Aer Support
10831,S.O.N.S. CONSULTANCY LIMITED,S.O.N.S. Consultancy
10832,SAUN PRECISION ENGINEERING LTD,Saun Precision Engineering
10833,UNIQUE TRAVEL UK (SERVICES) LTD,Unique Travel
10834,UNITED IN THE COMMUNITY,United In The Community
10835,SQUIRREL LODGE CENTRE LIMITED,Squirrel Lodge Centre
10836,DOGSTAR AV LIMITED,Dogstar Av
10837,SAIETTA RACING LTD,Saietta Racing
10838,HYTAL KITCHENS & BEDROOMS LIMITED,Hytal Kitchens & Bedrooms
10839,PRIME MEDIA IMAGES LIMITED,Prime Media Images
10840,EEZEE IT LTD,Eezee It
10841,HAARER GOSS LIMITED,Haarer Goss
10842,COLEG CEREDIGION,Coleg Ceredigion
10843,MARKO DECKING LTD,Marko Decking
10844,SOCKETT PROPERTIES LTD,Sockett Properties
10845,ELECTRICAL & PROPERTY SERVICES LIMITED,Electrical & Property Services
10846,CMC DIGITAL LIMITED,Cmc Digital
10847,CONTRACT FURNITURE SOLUTIONS LIMITED,Contract Furniture Solutions
10848,THEPIP LIMITED,Thepip
10849,D COR DESIGN STUDIO LTD,D Cor Design Studio
10850,G D INTERIORS LIMITED,G D Interiors
10851,MATTHEWS LANDSCAPES LIMITED,Matthews Landscapes
10852,EII (VENTURES) LIMITED,Eii
10853,ASTLEY CLARKE LTD,Astley Clarke
10854,P & A HOME MATE LTD,P & A Home Mate
10855,MONEYPLUS LEGAL LIMITED,Moneyplus Legal
10856,HANNON BROTHERS LIMITED,Hannon Brothers
10857,SUPPORTED LIVES SERVICES LTD,Supported Lives Services
10858,J & C BUILDING SERVICES LIMITED,J & C Building Services
10859,TRUCKER LTD,Trucker
10860,J S INDUSTRIES LIMITED,J S Industries
10861,ANGEL PLUMBING SERVICES LIMITED,Angel Plumbing Services
10862,SANI AA CONSTRUCTION LTD,Sani Aa Construction
10863,MAMMOTH SCREEN (AR) LIMITED,Mammoth Screen
10864,XACT MORTGAGES LTD,Xact Mortgages
10865,M J FLOORING & CARPETS LIMITED,M J Flooring & Carpets
10866,PROJECT ELECTRIC LIMITED,Project Electric
10867,FOOD DEVELOPMENT SERVICES LIMITED,Food Development Services
10868,DELMOORE SERVICES LIMITED,Delmoore Services
10869,QUALITY SURFACE COATINGS (N.E.) LIMITED,Quality Surface Coatings
10870,WA PRODUCTS (UK) LIMITED,Wa Products
10871,PICKERING AND NEWINGTON DEVELOPMENT ASSOCIATION,Pickering And Newington Development Association
10872,BROOKWELLS LIMITED,Brookwells
10873,INVERLEITH CARRY LIMITED PARTNERSHIP,Inverleith Carry Limited Partnership
10874,BI PRECISION LIMITED,Bi Precision
10875,AZADYNE LTD,Azadyne
10876,CLARKE WEST LLP,Clarke West
10877,BURLINGTON COLLEGE LLP,Burlington College
10878,FREE SKY BUSINESS LP,Free Sky Business
10879,AUTISM ENGLAND LIMITED,Autism England
10880,RIVER WEY CAPITAL LLP,River Wey Capital
10881,SERIOUS INJURY LAW PRACTICE LTD,Serious Injury Law Practice
10882,EXCEED COURIERS LTD,Exceed Couriers
10883,MIKJON LIMITED,Mikjon
10884,ACE FUELCARDS LTD,Ace Fuelcards
10885,BAYERSDORF LP,Bayersdorf
10886,AKKERSBERG LP,Akkersberg
10887,ZUMCONTRACT LTD,Zumcontract
10888,TCEC (UK) LTD.,Tcec
10889,CHINA VENTURE CAPITAL MANAGEMENT LIMITED,China Venture Capital Management
10890,SL019186 LP,Sl019186
10891,GROSVENOR WATERSIDE (HOLDINGS) LIMITED,Grosvenor Waterside
10892,MIZRAHI TEFAHOT BANK LIMITED,Mizrahi Tefahot Bank
10893,G&G COMPUTER GROUP LIMITED,G&G Computer Group
10894,CITYCOMM TELEMATICS LTD,Citycomm Telematics
10895,LUXAVIATION TECHNICAL SERVICES LIMITED,Luxaviation Technical Services
10896,PETROMATIC GREASE FEEDERS (UK) LIMITED,Petromatic Grease Feeders
10897,PRICE PLUMBING	 HEATING LIMITED,Price Plumbing Heating
10898,CASTLE COMFORT CENTRE LTD,Castle Comfort Centre
10899,THE MAITLANDS MANAGEMENT LIMITED,The Maitlands Management
10900,PARKER HANNIFIN INDUSTRIES LIMITED,Parker Hannifin Industries
10901,RESINS-ONLINE LIMITED,Resins-Online
10902,ASTRA DOOR CONTROLS LTD,Astra Door Controls
10903,GOLDEN PHOENIX LIMITED,Golden Phoenix
10904,SALE & LEASEBACK LIMITED,Sale & Leaseback
10905,HIGH PEAK CONVERSIONS LTD,High Peak Conversions
10906,TEJOHN OIL COMPANY LTD,Tejohn Oil
10907,DRIVEN,Driven
10908,RUSHEY GREEN PROPERTY COMPANY LIMITED,Rushey Green Property
10909,PLANT ET TRE LIMITED,Plant Et Tre
10910,MIDDLESMOOR PHEASANT SHOOT LLP,Middlesmoor Pheasant Shoot
10911,IMCO INTERNATIONAL LTD,Imco International
10912,LAUREATE ESTATES LLP,Laureate Estates
10913,KOHLER INTERNATIONAL HOLDINGS	 LTD,Kohler International Holdings
10914,OLDHAM CREDIT UNION LIMITED,Oldham Credit Union
10915,MANNI DEVELOPMENTS LIMITED,Manni Developments
10916,NEWPORT SHIPPING UK LLP,Newport Shipping
10917,STURDY EDWARDS HOLDINGS LIMITED,Sturdy Edwards Holdings
10918,NATURAL LAND 5 LLP,Natural Land 5
10919,BLUESKYTEC TRANSPORT LTD,Blueskytec Transport
10920,MASTA RUG COMPANY LIMITED,Masta Rug
10921,THE STOCK ANSWER LIMITED,The Stock Answer
10922,CONSULTEC GROUP LIMITED,Consultec Group
10923,ST MARY'S MANSIONS LIMITED,St Mary'S Mansions
10924,ACE OF DIAMONDS (SOUTH WEST) LIMITED,Ace Of Diamonds
10925,CRUSSH (MINSTER COURT) LIMITED,Crussh
10926,R1 SOLUTIONS LIMITED,R1 Solutions
10927,CERVUS FM LIMITED,Cervus Fm
10928,ARTIVA LIMITED,Artiva
10929,WELCOME BREAK WAITROSE KFC LIMITED,Welcome Break Waitrose Kfc
10930,CROWTHER HOMES (NAT.W) LIMITED,Crowther Homes
10931,PERSIMMON HOMES (WOODLEY) LIMITED,Persimmon Homes
10932,PEARL (MOOR HOUSE 1) LIMITED,Pearl
10933,ABK CONSULTANCY LIMITED,Abk Consultancy
10934,ASTUTE ESTATE PLANNING SERVICES LTD,Astute Estate Planning Services
10935,AT YOUR SERVICE (CARE) LIMITED,At Your Service
10936,MILLBANK TOWER LIMITED,Millbank Tower
10937,LAND & BRAND NEW HOMES LIMITED,Land & Brand New Homes
10938,GROUNDWORK GM ENTERPRISES LIMITED,Groundwork Gm Enterprises
10939,ACTUAL RECRUITMENT SERVICES LIMITED,Actual Recruitment Services
10940,JJS CONSULTANCY LTD,Jjs Consultancy
10941,CHANGING DIRECTION LIMITED,Changing Direction
10942,HR GO (DEVON) LTD,Hr Go
10943,TRUST UNION PROPERTIES (NUMBER FIFTEEN) LIMITED,Trust Union Properties
10944,ABC BOAT BUILDING LIMITED,Abc Boat Building
10945,PENNON SOUTH WEST LIMITED,Pennon South West
10946,FOUNDERS ACADEMY LTD,Founders Academy
10947,PICKING (LIVERPOOL) LIMITED,Picking
10948,GRKC LLP,Grkc
10949,RABBOW  AND CO LLP,Rabbow And
10950,HANOVER HOUSE TRUST COMPANY LIMITED,Hanover House Trust
10951,HUTTON COURT FREEHOLD LIMITED,Hutton Court Freehold
10952,SOUTH HAMS BUSINESS PARK MANAGEMENT COMPANY LIMITED,South Hams Business Park Management
10953,HOLMAN FENWICK WILLAN MIDDLE EAST LLP,Holman Fenwick Willan Middle East
10954,NETFABRIC WEB SOLUTIONS LLP,Netfabric Web Solutions
10955,COMPLINET UK LIMITED,Complinet
10956,SOUTHNEWS TRUSTEES LIMITED,Southnews Trustees
10957,15 YORK ROAD MANAGEMENT LIMITED,15 York Road Management
10958,BEAUTY CONCESSIONS LIMITED,Beauty Concessions
10959,SANDBERG LARSEN INVEST LIMITED,Sandberg Larsen Invest
10960,INVICTUS FITNESS CENTRE LIMITED,Invictus Fitness Centre
10961,NEWCASTLE UNITED TELEVISION LIMITED,Newcastle United Television
10962,OLYMPIC INDUSTRIES LTD,Olympic Industries
10963,MODERNPICK LIMITED,Modernpick
10964,GLASGOW POLLOKSHAWS VETS4PETS LIMITED,Glasgow Pollokshaws Vets4Pets
10965,NEWCASTLE UNITED PUBLICATIONS LIMITED,Newcastle United Publications
10966,DLA LIMITED,Dla
10967,FEED CONSULTANCY LTD,Feed Consultancy
10968,LOGICAL CONSTRUCTION LIMITED,Logical Construction
10969,L.D.C. SECURITISATION DIRECTOR NO. 1 LIMITED,L.D.C. Securitisation Director No. 1
10970,INSANELY GREAT LIMITED,Insanely Great
10971,COUNTRYWIDE PART EXCHANGE SOLUTIONS LIMITED,Countrywide Part Exchange Solutions
10972,REACH PUBLISHING SERVICES LIMITED,Reach Publishing Services
10973,AZTEC STONE LIMITED,Aztec Stone
10974,KAPLAN SQE LIMITED,Kaplan Sqe
10975,PEAK COTTAGES LIMITED,Peak Cottages
10976,SINGER INSTRUMENT COMPANY SIP LIMITED,Singer Instrument Company Sip
10977,VS FOODS LIMITED,Vs Foods
10978,THE BREWERY DESIGN LIMITED,The Brewery Design
10979,RISING SUN ENTERPRISE LIMITED,Rising Sun Enterprise
10980,DIGITAL BATCH LIMITED,Digital Batch
10981,OFFPAPER LTD,Offpaper
10982,SD EQUESTRIAN LIMITED,Sd Equestrian
10983,YELLO DESIGN & CREATIVE SERVICES LTD,Yello Design & Creative Services
10984,TREEHOUSE MANAGEMENT LTD,Treehouse Management
10985,BANNATYNE'S HEALTH CLUB (FIFE) LIMITED,Bannatyne'S Health Club
10986,MONKHOUSE LTD,Monkhouse
10987,BC II MLP LIMITED,Bc Ii Mlp
10988,EVOLUTION EUROPE LTD,Evolution Europe
10989,ST FRANCIS INVESTMENTS LTD,St Francis Investments
10990,ANGLOGOLD CV2 LIMITED,Anglogold Cv2
10991,TRENT ROCKETS LIMITED,Trent Rockets
10992,MC NOMINEES LIMITED,Mc Nominees
10993,DILIGENCE INTERNATIONAL LTD,Diligence International
10994,OMNICO PLASTICS LIMITED,Omnico Plastics
10995,C2 FURNITURE CONTRACTS LIMITED,C2 Furniture Contracts
10996,PVM SUPPLIES LIMITED,Pvm Supplies
10997,CHEPSTOW PLANTARIA LIMITED,Chepstow Plantaria
10998,COOPER HATHAWAY LIMITED,Cooper Hathaway
10999,TINTMASTER LTD,Tintmaster
11000,BIOBULLETS LIMITED,Biobullets
11001,MOVIEBOX MEGASTORES (INTERNATIONAL) LIMITED,Moviebox Megastores
11002,GTT WIRELESS LIMITED,Gtt Wireless
11003,INTELLIGENT LEGAL PARTNERS LIMITED,Intelligent Legal Partners
11004,RUNCORN ELECTRICAL LIMITED,Runcorn Electrical
11005,COOLHEAT SERVICES LTD,Coolheat Services
11006,SAXONBURY LIMITED,Saxonbury
11007,WRIGHT TRAINING LIMITED,Wright Training
11008,UNITECH ENGINEERING SERVICES LIMITED,Unitech Engineering Services
11009,REALITY SERVICES LIMITED,Reality Services
11010,MAPLE DESIGN LIMITED,Maple Design
11011,SAFEWAY SECURITY SERVICES LIMITED,Safeway Security Services
11012,CATERCALL SERVICES LIMITED,Catercall Services
11013,WAYAHEAD SERVICES LIMITED,Wayahead Services
11014,SMOOTH EVENTS LIMITED,Smooth Events
11015,SIDDLE LIMITED,Siddle
11016,GUISELEY CARPET DEPOT LIMITED,Guiseley Carpet Depot
11017,KINGLY LIMITED,Kingly
11018,REALSTRINGS LIMITED,Realstrings
11019,APP ABACUS LIMITED,App Abacus
11020,V.ARCH LIMITED,V.Arch
11021,INSPIRE CAREER CONSULTANCY LIMITED,Inspire Career Consultancy
11022,HBCL COLDSTORES LIMITED,Hbcl Coldstores
11023,LOW STREET NORTHERN LIMITED,Low Street Northern
11024,FORSTERS SERVICE COMPANY LIMITED,Forsters Service
11025,CARLISLE STAFFING SERVICES HOLDINGS LIMITED,Carlisle Staffing Services Holdings
11026,PROMETHEUS FORENSIC SERVICES LTD,Prometheus Forensic Services
11027,RYEDALE MASONRY LTD.,Ryedale Masonry
11028,THE ECCLESHALL BREWING COMPANY LIMITED,The Eccleshall Brewing
11029,STEVE ROBERTS MILITARY ANCESTRY LTD,Steve Roberts Military Ancestry
11030,ANGELS TRAINING LTD.,Angels Training
11031,SONNY MAINTENANCE LIMITED,Sonny Maintenance
11032,FLC INSURANCE SERVICES LIMITED,Flc Insurance Services
11033,CONTROL CONSULTANCY LIMITED,Control Consultancy
11034,WANXIANG INTERNATIONAL (EUROPE) LIMITED,Wanxiang International
11035,PRECAST CONCRETE STRUCTURES LIMITED,Precast Concrete Structures
11036,WORTHING TOWN FOOTBALL CLUB LIMITED,Worthing Town Football Club
11037,COOPER AND  ELMS LIMITED,Cooper And Elms
11038,BUSINESS REFERRALS LIMITED,Business Referrals
11039,BIOWOOD RECYCLING LIMITED,Biowood Recycling
11040,THE BUSINESS INTERCHANGE LIMITED,The Business Interchange
11041,SWIFTAIR VENTILATION LIMITED,Swiftair Ventilation
11042,RICKARD INTERIORS LIMITED,Rickard Interiors
11043,CITYBASE APARTMENTS LIMITED,Citybase Apartments
11044,JOHN ROSS & SON LIMITED,John Ross & Son
11045,ALLIED SNOOKER LIMITED,Allied Snooker
11046,S BASS HOLDINGS UK LIMITED,S Bass Holdings
11047,BRAMBLE CONSTRUCTION BRIDGEND LTD,Bramble Construction Bridgend
11048,PRYSM BUSINESS LTD,Prysm Business
11049,GREEN LEAF MARKETING LIMITED,Green Leaf Marketing
11050,BARLOW CONSTRUCTION & RENOVATION LTD,Barlow Construction & Renovation
11051,SECTRA LIMITED,Sectra
11052,TURNER & WILSON (WHITWELL) LIMITED,Turner & Wilson
11053,SMARTER OFFICE SERVICES LIMITED,Smarter Office Services
11054,DOCUMENT LOGIC LIMITED,Document Logic
11055,YORKSHIRE HOIST LIMITED,Yorkshire Hoist
11056,THE PARTY FOR POOLE PEOPLE LTD,The Party For Poole People
11057,THORNBRIDGE BREWERY HOLDINGS LIMITED,Thornbridge Brewery Holdings
11058,HITCHCOCK'S MOTORCYCLES LIMITED,Hitchcock'S Motorcycles
11059,VIDEOTRENDS LTD,Videotrends
11060,BUOYANT HOLDINGS LIMITED,Buoyant Holdings
11061,THE NOTLEYS GOLF CLUB LIMITED,The Notleys Golf Club
11062,ILESLEY PHOTOGRAPHIC LIMITED,Ilesley Photographic
11063,A FULLARD LIMITED,A Fullard
11064,SB INTL LTD.,Sb Intl
11065,P & L INTERIORS LIMITED,P & L Interiors
11066,INTERLABEL LIMITED,Interlabel
11067,NODE 6 LTD,Node 6
11068,DOLCIA DISTRIBUTION LTD,Dolcia Distribution
11069,DCL KITCHENS LIMITED,Dcl Kitchens
11070,DENNIS ARMSTRONG LIMITED,Dennis Armstrong
11071,STAR PRODUCTION LIMITED,Star Production
11072,THE KOI WATERLIFE CENTRE LIMITED,The Koi Waterlife Centre
11073,SKIPJACKS LIMITED,Skipjacks
11074,PERFECT FRIED CHICKEN READING LTD,Perfect Fried Chicken Reading
11075,QUAYSIDE MARINE LIMITED,Quayside Marine
11076,UK CREATIVE GRID LTD,Uk Creative Grid
11077,LIONMEDE LIMITED,Lionmede
11078,SCOOT LIMITED,Scoot
11079,TOUCHLINE MARKING SYSTEMS LIMITED,Touchline Marking Systems
11080,SKERNE LEYS LIMITED,Skerne Leys
11081,THE BAKEHOUSE (SCOTLAND) LTD.,The Bakehouse
11082,SELECT WEBS LIMITED,Select Webs
11083,TORBET SERVICES LTD,Torbet Services
11084,D. GROVES LIMITED,D. Groves
11085,THE ADVICE NETWORK LIMITED,The Advice Network
11086,R. TAYLOR & SONS (TRANSPORT) LIMITED,R. Taylor & Sons
11087,PRIMARY PLAYCARE LIMITED,Primary Playcare
11088,THE SHORT PUBLISHING COMPANY LIMITED,The Short Publishing
11089,AVALON PRINTING CO (UK) LIMITED,Avalon Printing
11090,THE WHITE HOUSE LOCHALINE LIMITED,The White House Lochaline
11091,THE HAME BAKERY LTD.,The Hame Bakery
11092,NEWGATE STAINLESS LIMITED,Newgate Stainless
11093,ROGERS SKIP HIRE LIMITED,Rogers Skip Hire
11094,VOLO HOLDINGS LIMITED,Volo Holdings
11095,PACKOLOGY LIMITED,Packology
11096,TEXFIBRE LIMITED,Texfibre
11097,REMUS (EDINBURGH) LIMITED,Remus
11098,V R MANAGEMENT CONSULTANCY LTD.,V R Management Consultancy
11099,TRAFFORD HOUSING TRUST LIMITED,Trafford Housing Trust
11100,JUST NOT IT LTD,Just Not It
11101,THE DH NURSERY LIMITED,The Dh Nursery
